concept_id,en_abbrev,en_full,korean,domain,short,related
주기기,,Main Component,주기기,원자력,"원자력 발전소 내부에서 핵분열을 직접 일으키거나 뜨거운 열을 이용해 증기를 만들어내는 원자로, 증기발생기, 가압기 등 가장 핵심이 되는 대형 가동 장치들을 통틀어 부르는 말입니다. 발전소의 심장 장치들이라 할 수 있습니다. 원전 설계의 뼈대이며, 이 장치들이 안전하게 맞물려 돌아가도록 정밀하게 설계하고 조립하는 기술이 원전 수출과 국산화의 핵심 역량입니다.",
주축,,Main Spindle,주축,장비,공작기계나 성형 장비 기계의 중심에서 모터의 힘을 받아 엄청난 속도로 회전하며 실제로 재료를 깎거나 다듬는 회전 중심축 부품입니다. 팽이의 중심축처럼 흔들림이 없어야 합니다. 금속판을 강하게 회전시키면서 누르고 문질러 이음새가 없는 정밀한 고압 탱크나 둥근 용기를 모양대로 성형해 내는 대형 회전 성형기 장비의 정밀도와 작업 강도를 결정하는 핵심 뼈대 장치입니다.,
주파수조정,FR,Frequency Regulation,주파수조정,에너지,전력망을 흐르는 교류 전기의 주파수가 일정한 표준 주파수(국내 60Hz)에서 벗어나지 않도록 늘 모니터링하고 일정하게 맞춰주는 전기 제어 기술입니다. 주파수가 흔들리면 전자제품이 고장 나거나 대규모 정전이 발생할 수 있습니다. 전기 소비량과 공급량이 수시로 변할 때 대형 배터리 저장장치를 이용해 전기를 빠르게 넣고 빼주며 전력망의 품질을 안전하게 지켜주는 소프트웨어 기술입니다.,
준위,,Radioactivity Level,방사능 준위,원자력,"원자력 발전소나 해체 현장에서 나오는 방폐물 폐기물이 포함하고 있는 방사능 성분의 세기나 오염의 높고 낮은 단계를 나타내는 기준입니다. 오염도에 따라 고준위, 중준위, 저준위 등으로 분류됩니다. 이 오염 단계에 따라 폐기물을 가두어 보관하는 처분 시설의 두께나 영구 격리 구역의 안전 설계 규격이 완전히 달라지므로, 이를 정확히 측정하고 관리 비용을 평가하는 기술이 중요합니다.",제염
중성자-조사,,Neutron Irradiation,중성자 조사,원자력,"원자로 중심에서 핵분열이 일어날 때 튀어나오는 미세한 입자인 중성자를 주변의 금속 재료나 구조물 표면에 강하게 내리쬐어 노출시키는 현상을 말합니다. 햇빛에 오래 노출되면 물건이 바래듯, 금속이 이 입자를 장기간 맞으면 구조가 변해 깨지기 쉬운 상태가 됩니다. 따라서 원자로 내부의 높은 압력과 냉각수 속에서도 이 입자의 충격을 잘 견디는 특수 내열 소재를 개발하는 데 쓰입니다.",
중합체-부과,,Polymer Conjugation,중합체 부과,바이오,"우리 몸속에 들어간 단백질 의약품 성분이 치료 효과를 내기도 전에 쉽게 분해되어 사라지지 않도록, 약물 겉면에 인체에 무해한 기다란 사슬 모양의 중합체 보호막을 끈처럼 붙여주는 약물 전달 가공 기술입니다. 약에 안전 헬멧을 씌워주는 것과 비슷합니다. 약효 성분이 몸속에서 오래 머무르며 천천히 작용하도록 도와 환자가 매일 맞던 주사를 가끔만 맞아도 되게 약을 개량할 때 쓰입니다.",제제변형
중희토,HREE,Heavy Rare Earth Elements,중희토류,소재,희귀한 광물인 희토류 원소들 중에서도 원자번호가 무겁고 지구상에 매장량이 극도로 적어 가격이 매우 비싼 고가치 금속 원소들을 이르는 말입니다. 전기차 모터에 들어가는 영구자석이 뜨거운 열을 받아도 자력을 잃지 않도록 단단히 버텨주게 만드는 비싼 비타민 같은 역할을 합니다. 워낙 귀한 자원이므로 최근에는 특수 나노 공법을 이용해 이 비싼 원소의 함량을 절반 이상 줄이는 기술이 연구됩니다.,
증강현실,AR,Augmented Reality,증강현실,콘텐츠,"우리가 눈으로 직접 보고 있는 실제 현실 세계의 배경 위에, 컴퓨터가 만들어낸 가상의 그래픽 이미지나 가짜 정보를 겹쳐서 하나의 화면으로 보여주는 영상 기술입니다. 눈앞의 실제 거리 풍경에 화살표 길 안내 그래픽을 띄워주는 스마트폰 앱이 대표적입니다. 게임뿐만 아니라 교육용 콘텐츠나 오감 체험형 시뮬레이션 화면 제작 등에 폭넓게 활용되어 실감 나는 몰입감을 줍니다.",
증기발생기,SG,Steam Generator,증기발생기,원자력,원자로에서 발생한 열을 이용해 내부의 물을 끓여 고압의 증기를 만드는 장치입니다. 이렇게 만들어진 증기는 터빈을 돌려 전기를 생산하는 데 사용됩니다. 원자로 내부의 방사성 물질이 포함된 물과 터빈으로 가는 깨끗한 물이 섞이지 않도록 완전히 분리하면서 열만 전달하는 중요한 안전 차단벽 역할도 합니다.,증기발생기-세관
증기발생기-세관,SG Tube,Steam Generator Tube,증기발생기 세관,원자력,"증기발생기 내부에 들어가는 수천 개의 가늘고 얇은 금속 관입니다. 원자로를 통과한 뜨거운 고압의 물이 이 관 내부를 흐르며 관 바깥쪽에 있는 물을 끓여 증기를 만듭니다. 매우 높은 온도와 압력, 부식 환경을 견뎌야 하므로 원전의 안전성과 수명을 결정하는 핵심적인 부품입니다.",증기발생기
증기직접주입법,DSI,Direct Steam Injection,증기직접주입법,바이오,"대상 물질에 고온의 증기를 직접 분사하여 순식간에 온도를 높이는 열처리 방식입니다. 바이오나 식품 가공 분야에서 미생물을 빠르게 살균하거나 원료를 전처리할 때 쓰입니다. 짧은 시간 내에 골고루 열을 전달할 수 있어, 열에 의해 원료의 영양소나 유익한 성분이 파괴되는 것을 최소화하는 장점이 있습니다.",
증착,,Deposition,증착 공정,반도체,"반도체 기판 위에 전기적 특성을 갖는 아주 얇고 미세한 분자나 원자 단위의 막을 층층이 쌓아 올리는 공정입니다. 안개가 거울에 서리는 것처럼 기화시킨 화학 물질을 기판 표면에 달라붙게 하여 정밀한 보호막이나 전자 회로의 연결 통로를 형성하며, 반도체의 성능을 높이는 기초 공정입니다.",식각;전구체;ald
증착-2,,Deposition,증착,디스플레이,금속이나 유기물 등의 소재를 기화시키거나 화학 반응을 일으켜 디스플레이 기판 표면에 아주 얇고 고른 박막을 입히는 공정입니다. 고화질 화면을 정밀하게 제어하기 위한 전기 회로와 빛을 내는 발광 부위를 형성하는 핵심 가공 기술입니다. 패널 제조를 위한 박막 트랜지스터 형성 장비나 유기물 코팅 소재 가공 기술에 광범위하게 쓰입니다.,진공-증발-증착;코팅-2
지능형전력장치,IED,Intelligent Electronic Device,지능형전력장치,에너지,전력 시스템 내의 전류와 전압을 실시간으로 감시하고 제어하는 마이크로프로세서 기반의 스마트 장치입니다. 전력망에 이상이 생겼을 때 이를 감지하여 차단기를 작동시키고 관련 데이터를 관리자에게 전송합니다. 전력 공급의 안정성을 높이고 정전 등의 사고를 예방하는 지능형 전력망의 핵심 구성요소입니다.,
지식베이스,KB,Knowledge Base,지식베이스,AI,"컴퓨터 시스템이 문제를 해결하거나 추론을 할 수 있도록 인간의 지식과 경험, 데이터들을 체계적으로 모아놓은 저장소입니다. 단순한 데이터의 나열을 넘어 정보 간의 관계와 규칙까지 포함하고 있습니다. 인공지능이 인간처럼 맥락을 이해하고 정교한 판단을 내릴 수 있도록 돕는 일종의 디지털 지식 사전입니다.",지식추론
지식추론,,Knowledge Inference,지식추론,AI,"이미 알고 있는 사실이나 규칙을 바탕으로 새로운 결론이나 숨겨진 정보를 유추해내는 인공지능 기술입니다. 컴퓨터가 축적된 데이터 사이의 논리적 연관성을 분석하여 인간처럼 스스로 판단을 내리게 합니다. 의료 진단, 법률 해석 등 복잡한 상황에서 인공지능이 최적의 해답을 제시하는 데 활용됩니다.",지식베이스
지열수,,Geothermal Water,지열수,에너지,"지하 깊은 곳에서 지구 내부의 열에 의해 뜨겁게 데워진 지하수입니다. 이 물이 가진 높은 열에너지는 지상으로 끌어올려져 지열 발전소의 터빈을 돌리는 증기를 만들거나, 난방 및 산업용 온수로 직접 활용됩니다. 날씨와 관계없이 일정하게 친환경 에너지를 얻을 수 있는 중요한 자원입니다.",지열유체
지열유체,,Geothermal Fluid,지열유체,에너지,"지하 깊은 곳에 존재하는 뜨거운 물, 증기, 또는 가스 등을 통틀어 일컫는 말입니다. 지구 내부의 막대한 열에너지를 지상으로 운반해주는 매개체 역할을 합니다. 지열 발전소에서는 이 유체가 가진 열과 압력을 이용해 터빈을 구동하여 친환경 전기를 생산합니다.",지열수
지중-축열,UTES,Underground Thermal Energy Storage,지중 축열,에너지,남는 열에너지를 땅속에 저장해 두었다가 필요할 때 꺼내어 쓰는 기술입니다. 예를 들어 여름철의 남는 태양열이나 산업 폐열을 지하 암반이나 토양에 보관했다가 겨울철 난방에 활용하는 방식입니다. 에너지의 계절별 수요 불균형을 해결하고 냉난방 효율을 높이는 친환경 저반 기술입니다.,
지지체,,Scaffold,지지체,바이오,"바이오 분야에서 세포나 단백질이 안정적으로 붙어서 자라거나 일정한 입체 구조를 유지할 수 있도록 받쳐주는 인공 뼈대입니다. 세포가 3차원 형태로 입체적인 조직을 형성할 수 있도록 공간을 제공하며, 인공 장기 제작이나 배양육 생산 등에서 원하는 형태의 생물학적 구조물을 만들기 위해 쓰입니다.",
지지형셀,,Supported Cell,지지형셀,에너지,고체산화물 연료전지에서 기계적 강도를 유지하기 위해 구성 부품 중 하나를 두껍게 만들어 전체 구조를 지탱하게 한 구조체입니다. 주로 연료극이나 금속을 두껍게 만들어 지지대로 쓰고 나머지 층을 얇게 코팅합니다. 전체적인 저항을 줄여 효율을 높이고 비교적 낮은 온도에서도 잘 작동하게 돕습니다.,
지질,,Lipid,지질,바이오,"생명체를 구성하는 주요 성분 중 하나로, 물에 녹지 않고 유기용매에 녹는 지방성 물질들을 말합니다. 세포막을 구성하는 핵심 성분이며 에너지를 저장하는 역할을 합니다. 바이오 산업에서는 동식물이나 미생물에서 추출한 지질을 화학적으로 변환하여 친환경 플라스틱이나 바이오 연료의 원료로 활용합니다.",
직류배전,DC Distribution,Direct Current Distribution,직류배전,에너지,"발전소에서 만든 전력을 가정이나 공장으로 보낼 때, 흐르는 방향이 일정한 직류 전력 형태로 송전하는 방식입니다. 태양광 발전이나 배터리는 원래 직류로 전기를 만드는데, 이를 교류로 바꾸지 않고 그대로 보내므로 변환 과정에서의 전력 손실이 줄어듭니다. 디지털 기기 중심의 현대 전력망에서 효율성이 높습니다.",
직접환원철,DRI,Direct Reduced Iron,직접환원철,소재,철광석을 녹이지 않고 천연가스 등의 환원 가스를 사용해 고체 상태에서 산소를 제거하여 만든 순도 높은 철입니다. 전통적인 고로 공정과 달리 석탄을 사용하지 않기 때문에 이산화탄소 배출량을 획기적으로 줄일 수 있습니다. 전기로에 투입되어 고급 철강 제품을 생산하는 친환경 원료로 쓰입니다.,
진공-증발-증착,,Vacuum Evaporation Deposition,진공 증발 증착,디스플레이,"공기가 없는 높은 진공 상태에서 고체 상태의 유기물이나 금속 원료를 열로 가열하여 기체로 증발시킨 뒤, 기판 표면에 달라붙게 하여 얇은 막을 만드는 기술입니다. 방해 물질이 없어 고순도의 미세하고 정밀한 박막을 고르게 형성할 수 있습니다. 고해상도 능동형 유기발광다이오드 화면이나 초고화질 유기물 발광층을 형성하는 공정에 필수적입니다.",증착-2;amoled
질산침출,,Nitric Acid Leaching,질산침출,소재,광석이나 폐기물에 질산 용액을 부어 원하는 특정 금속 성분만을 선택적으로 녹여서 분리해내는 제련 공정입니다. 니켈과 같은 유용한 광물 자원을 추출하거나 배터리 재활용 공정에서 핵심 소재를 회수할 때 쓰입니다. 화학 반응을 통해 복잡한 혼합물 속에서 필요한 원소를 정밀하게 뽑아내는 기술입니다.,
